Alley Width,Alley Width_missing,Area,Area_missing,Bathrooms,Bathrooms_missing,Bedrooms,Bedrooms_missing,Direction_Nam,Direction_Tây,Direction_Tây Bắc,Direction_Tây Nam,Direction_Unknown,Direction_Đông,Direction_Đông Bắc,Direction_Đông Nam,District_Huyện Cần Giờ,District_Huyện Củ Chi,District_Huyện Hóc Môn,District_Huyện Nhà Bè,District_Quận 1,District_Quận 10,District_Quận 11,District_Quận 12,District_Quận 2,District_Quận 3,District_Quận 4,District_Quận 5,District_Quận 6,District_Quận 7,District_Quận 8,District_Quận 9,District_Quận Bình Thạnh,District_Quận Bình Tân,District_Quận Gò Vấp,District_Quận Phú Nhuận,District_Quận Tân Bình,District_Quận Tân Phú,District_TP. Hồ Chí Minh (Mới),Floors,Floors_missing,Length,Length_missing,Position_Unknown,Position_Đường chính,Price,"Property Type_Kho, nhà xưởng",Property Type_Khách sạn,Property Type_Nhà riêng,Property Type_Nhà trọ,Property Type_Văn phòng,Property Type_Đất,Road Type_Đường bê tông,Road Type_Đường nhựa,Road Type_Đường đá,Road Type_Đường đất,Width,Width_missing
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,62.0,0,False,True,5400.0,False,False,False,False,False,True,False,True,False,False,18.0,0
8.0,1,52.0,0,4.5,0,4.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.0,0,13.0,0,False,False,7380.0,False,False,True,False,False,False,False,False,False,False,4.0,0
8.0,1,95.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,1,19.0,0,False,True,4600.0,False,False,False,False,False,True,False,True,False,False,5.0,0
8.0,1,71.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3.0,1,22.0,1,True,False,3950.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,50.0,0,1.0,0,1.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,70100.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,380.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,23900.0,False,False,False,False,False,True,False,False,False,False,10.0,0
8.0,1,446.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,30.0,0,False,True,19500.0,False,False,False,False,False,True,False,False,False,False,14.0,0
8.0,0,871.5,0,2.0,1,2.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,1,50.0,0,False,True,26000.0,True,False,False,False,False,False,False,True,False,False,20.0,0
12.0,0,62.0,0,4.0,0,4.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,0,17.0,0,False,True,18000.0,False,False,True,False,False,False,False,True,False,False,3.6,0
8.0,0,150.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,20.0,0,False,True,3600.0,False,False,False,False,False,True,False,True,False,False,7.5,0
8.0,1,60.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,900.0,False,False,False,False,False,True,False,False,False,False,6.4,1
8.0,1,271.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,13500.0,False,False,False,False,False,True,False,False,False,False,8.0,0
8.0,1,80.0,0,2.0,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,0,13.0,0,False,True,2750.0,False,True,False,False,False,False,False,False,False,False,4.0,0
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,15500.0,False,False,False,False,False,True,False,False,False,False,22.5,0
8.0,1,55.0,0,2.0,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,1870.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,68.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0,1,22.0,1,False,True,1790.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,130.6,0,2.0,1,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,0,20.0,0,False,True,12500.0,False,False,True,False,False,False,False,False,False,False,6.0,0
8.0,1,74.0,0,2.0,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,47000.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,70.0,0,2.0,1,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0,0,18.0,0,False,True,5800.0,False,False,True,False,False,False,False,False,False,False,4.0,0
8.0,1,150.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,2000.0,False,False,False,False,False,True,False,False,False,False,6.4,1
8.0,1,59.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,1,22.0,1,False,False,3500.0,False,False,False,False,False,True,False,False,False,False,5.2,0
8.0,1,119.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,17.0,0,False,True,19000.0,False,False,False,False,False,True,False,False,False,False,7.0,0
8.0,1,64.7,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,22.0,1,True,False,6500.0,False,False,True,False,False,False,False,False,False,False,6.4,1
12.0,0,110.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,1,22.0,0,False,True,70100.0,False,False,False,False,False,True,False,False,False,False,6.0,0
8.0,1,70.0,0,2.0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,10.0,0,False,True,2650.0,False,False,False,False,False,False,False,False,False,False,7.0,0
16.0,0,154.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,0,False,True,23800.0,False,False,False,False,False,True,False,False,False,False,7.0,0
8.0,1,155.0,0,3.0,0,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.0,1,22.0,1,True,False,7700.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,60.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,False,True,780.0,False,False,False,False,False,True,False,True,False,False,5.0,0
8.0,1,88.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.0,1,22.0,1,True,False,14900.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,125.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.0,1,22.0,1,True,False,8000.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,107.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,22.0,1,True,False,4700.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,423.8,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,22.0,1,False,True,8500.0,False,False,True,False,False,False,False,True,False,False,10.0,0
8.0,1,118.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3.0,1,22.0,1,True,False,9200.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,96.9,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,22.0,1,True,False,3400.0,False,False,True,False,False,False,False,False,False,False,6.4,1
8.0,1,585.7,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,16500.0,False,False,False,False,False,True,False,False,False,False,6.4,1
8.0,1,36.0,0,3.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0,0,12.0,0,False,False,3400.0,False,False,True,False,False,False,False,False,False,False,3.0,0
8.0,1,81.0,0,2.0,1,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,70100.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,150.0,0,0.0,1,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,40.0,0,True,False,11500.0,False,False,False,False,False,True,False,False,False,False,4.6,0
8.0,0,130.0,0,0.0,1,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,26.0,0,False,False,6200.0,False,False,False,False,False,True,False,True,False,False,5.0,0
6.0,0,317.0,0,1.0,0,2.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,0,48.0,0,False,False,9700.0,True,False,False,False,False,False,False,True,False,False,5.0,0
8.0,1,95.0,0,0.0,1,0.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,1,20.0,0,True,False,5500.0,False,False,False,False,False,True,False,False,False,False,5.0,0
5.0,0,274.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1,27.0,0,False,False,27000.0,False,False,False,False,False,True,False,False,False,False,10.0,0
8.0,1,144.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,28.0,0,True,False,2400.0,False,False,False,False,False,True,False,False,False,False,5.0,0
8.0,1,99.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,2050.0,False,False,False,False,False,True,False,False,False,False,5.0,0
8.0,1,125.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,860.0,False,False,False,False,False,True,False,False,False,False,6.4,1
14.0,0,384.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,1,22.0,0,False,True,28610.0,False,False,False,False,False,True,False,False,False,False,22.5,0
8.0,1,160.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,1690.0,False,False,False,False,False,True,False,False,False,False,5.0,0
8.0,1,75.0,0,2.0,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,22.0,1,True,False,2200.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,70.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,0,22.0,1,True,False,4600.0,False,False,False,False,False,False,False,False,False,False,6.4,1
6.0,0,268.1,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,15.0,0,False,True,3200.0,False,False,False,False,False,True,False,False,True,False,22.5,0
8.0,1,174.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,30.9,0,True,False,36000.0,False,False,False,False,False,True,False,False,False,False,6.4,0
8.0,1,48.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,27000.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,297.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,7000.0,False,False,False,False,False,True,False,False,False,False,6.4,1
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,22.0,1,False,True,65000.0,False,False,False,False,False,True,False,False,False,False,15.0,0
12.0,0,683.0,0,0.0,0,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0,25.0,0,False,True,16900.0,False,False,False,False,False,True,False,True,False,False,15.0,0
8.0,1,447.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,32.0,0,False,True,24500.0,False,False,False,False,False,True,False,False,False,False,14.0,0
8.0,1,68.0,0,3.0,0,4.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3.0,0,17.0,0,False,True,8700.0,False,False,True,False,False,False,False,False,False,False,4.0,0
8.0,1,70.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,1,18.0,0,False,False,5290.0,False,False,False,False,False,True,False,True,False,False,4.0,0
8.0,1,54.0,0,1.0,0,2.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,2450.0,False,False,False,False,False,False,False,False,False,False,8.0,0
20.0,0,210.0,0,0.0,1,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,30.0,0,False,False,19500.0,False,False,False,False,False,True,False,True,False,False,8.0,0
12.0,0,70.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,1,17.5,0,False,True,3100.0,False,False,False,False,False,True,False,True,False,False,4.0,0
8.0,1,140.0,0,2.0,1,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.0,1,22.0,1,False,True,70100.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,130.0,0,2.0,0,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,16900.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,191.3,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,33.0,0,False,True,5990.0,False,False,False,False,False,True,False,True,False,False,5.0,0
8.0,1,347.7,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,5570.0,False,False,False,False,False,True,False,True,False,False,6.4,1
8.0,1,40.0,0,2.0,0,4.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3.0,1,8.0,0,False,False,5100.0,False,False,True,False,False,False,False,False,False,False,5.5,0
8.0,1,68.0,0,2.0,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,4900.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,79.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0,0,20.0,0,False,False,6990.0,False,False,True,False,False,False,False,True,False,False,4.0,0
8.0,1,75.0,0,2.0,0,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3.0,1,22.0,1,True,False,70100.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,60.0,0,1.0,0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,36000.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,85.0,0,2.0,0,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,70100.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,150.7,0,0.0,1,0.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,2200.0,False,False,False,False,False,True,False,False,False,False,5.7,0
8.0,1,228.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,1,21.0,0,False,True,28000.0,False,False,False,False,False,True,False,False,False,False,9.0,0
8.0,1,871.5,0,0.0,1,0.0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,22.0,1,True,False,30000.0,False,False,False,False,False,True,False,False,False,False,22.5,0
12.0,0,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,37.5,0,False,True,9300.0,False,False,False,False,False,True,False,True,False,False,5.0,0
8.0,1,168.7,0,2.0,1,1.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,22.0,1,True,False,1450.0,False,False,True,False,False,False,False,True,False,False,5.0,0
8.0,1,121.0,0,2.0,0,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,20600.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,125.0,0,4.0,0,4.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,25.0,0,False,False,10500.0,False,False,True,False,False,False,False,False,False,False,5.0,0
8.0,1,240.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,22.0,1,False,True,820.0,False,False,False,False,False,True,False,True,False,False,8.0,0
8.0,1,290.7,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.0,1,44.0,0,True,False,70100.0,False,False,False,False,True,False,False,False,False,False,5.8,0
8.0,1,48.0,0,3.0,0,4.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4.0,0,10.0,0,False,False,5650.0,False,False,True,False,False,False,False,False,False,False,5.0,0
8.0,1,135.0,0,2.0,1,3.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,9600.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,1,45.0,0,False,True,70100.0,False,False,False,False,False,True,False,False,False,False,16.0,0
8.0,1,60.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,False,True,1650.0,False,False,False,False,False,True,False,False,False,False,4.0,0
8.0,1,80.0,0,2.0,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,3900.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,68.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.0,1,22.0,1,True,False,1550.0,False,False,False,False,False,False,False,False,False,False,6.4,1
